scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
collective_anomaly,collective_anomaly,train,white_noise,single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(0.7041730383817308)}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([239]), 'ends': array([290]), 'lengths': [51], 'magnitudes': [np.float64(-1.9578521768141284)], 'magnitude_strengths': [1.9519891193654668], 'wrapper_event_label': 'collective_anomaly'}]",single_event,train,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",train,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.446236])}","{'background': 'linear', 'slope': np.float64(-0.011438113746222098), 'intercept': 0.4869796904674669, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(270)], 'shift_magnitudes': [np.float64(3.080284745716103)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([173]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
mean_shift+variance_shift,"mean_shift,variance_shift",train,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 4, 'ma_coefs': array([-0.61745654, -0.30117518,  0.42691322,  0.20071213])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.007951597512840055), 'intercept': -0.08671991498314569, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.1130231886179214)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(204)], 'shift_magnitudes': [np.float64(4.638882672738085)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(276)], 'shift_magnitudes': [1.5182592266865735], 'wrapper_event_label': 'variance_shift'}]",shift_shift,train,400
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",train,ar,single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([0.279142  , 0.16266724])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 12, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.5228063556053768)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(348)], 'shift_magnitudes': [np.float64(2.6479318634037616)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([220]), 'ends': array([276]), 'lengths': [56], 'magnitudes': [np.float64(-3.4158611118875473)], 'magnitude_strengths': [1.695892854504067], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",train,ma,quadratic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([ 0.05232974,  0.42038661, -0.50704217])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.5462843144303378), 'quadratic_sign': np.int64(1), 'quadratic_location': 'right'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(80)], 'shift_magnitudes': [2.6281934061341667], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([182]), 'ends': array([209]), 'lengths': [27], 'magnitudes': [np.float64(-0.7599831735983952)], 'magnitude_strengths': [1.6657296953971064], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
variance_shift+trend_shift,"variance_shift,trend_shift",train,arma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 5, 'ar_coefs': array([-0.53821945, -0.39345042, -0.2245604 , -0.53864142, -0.7711719 ]), 'ma_order': 3, 'ma_coefs': array([ 0.02498954, -0.15147843,  0.54472445])}","{'background': 'single_seasonality+linear', 'slope': np.float64(-0.012563380900824185), 'intercept': -0.4132088399298056, 'seasonal_period': 12, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(2.8186362022959797)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(180), np.int64(336)], 'shift_magnitudes': [1.922656425461215, 2.9475897646149942], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [217], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.012563380900824185), 'intercept': -0.4132088399298056}}]",shift_shift,train,400
mean_shift,mean_shift,train,ar,quadratic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([-0.77807653])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.5070708739034426), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'right'}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(269)], 'shift_magnitudes': [np.float64(3.051157610677892)], 'wrapper_event_label': 'mean_shift'}]",single_event,train,400
point_anomaly,point_anomaly,train,arma,none,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([-0.48393346,  0.16811172]), 'ma_order': 1, 'ma_coefs': array([-0.18617158])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([ 12,  33, 131, 209, 295, 313, 399], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,train,400
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",train,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 5, 'ma_coefs': array([0.16994661, 0.675338  , 0.41501427, 0.08650387, 0.1532975 ])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.00542159291045278), 'intercept': 0.08377601297406512, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(0.9298245796094828)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(104), np.int64(156)], 'shift_types': ['direction_change', 'direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.00542159291045278), 'intercept': 0.08377601297406512}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([220]), 'ends': array([259]), 'lengths': [39], 'magnitudes': [np.float64(2.737087276455848)], 'magnitude_strengths': [2.0554893278275723], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
mean_shift+trend_shift,"mean_shift,trend_shift",train,ma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([-0.09075047,  0.66634112, -0.51924694])}","{'background': 'single_seasonality+linear', 'slope': np.float64(0.011513504501149907), 'intercept': 0.46500389549577315, 'seasonal_period': 24, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(1.7456965006074157)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(264)], 'shift_magnitudes': [np.float64(3.3692518581854904)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [231], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.011513504501149907), 'intercept': 0.46500389549577315}}]",shift_shift,train,400
collective_anomaly,collective_anomaly,train,ar,quadratic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 5, 'ar_coefs': array([-0.5153318 ,  0.14135531, -0.12827439, -0.33553917, -0.27171155])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.791027835895336), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center'}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([240]), 'ends': array([271]), 'lengths': [31], 'magnitudes': [np.float64(1.8469067108226185)], 'magnitude_strengths': [1.9581646747756927], 'wrapper_event_label': 'collective_anomaly'}]",single_event,train,400
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",train,ma,quadratic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.68321577])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.6444452710950177), 'quadratic_sign': np.int64(1), 'quadratic_location': 'left'}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([339]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([192]), 'ends': array([219]), 'lengths': [27], 'magnitudes': [np.float64(-2.341141104087359)], 'magnitude_strengths': [2.326032410117538], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,train,400
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",train,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.5572631985768214), 'quadratic_sign': np.int64(1), 'quadratic_location': 'right'}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 4, 'anomaly_indices': array([ 63, 222, 250, 333], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([217]), 'ends': array([254]), 'lengths': [37], 'magnitudes': [np.float64(2.657706980688229)], 'magnitude_strengths': [2.3114447818082366], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,train,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",train,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([ 0.35680432, -0.46410729])}","{'background': 'linear', 'slope': np.float64(-0.008966020957111895), 'intercept': -0.06734601569040455, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [189], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.008966020957111895), 'intercept': -0.06734601569040455}}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 5, 'anomaly_indices': array([ 41, 183, 203, 205, 309], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 5, 'ma_coefs': array([ 0.09903968, -0.253266  ,  0.56716803,  0.22486688, -0.74152376])}","{'background': 'linear', 'slope': np.float64(0.008338252872256839), 'intercept': -0.13733340767908864, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(216), np.int64(342)], 'shift_magnitudes': [2.8354807369456863, 2.5656701031075153], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([113, 136, 185, 240, 296, 341, 349], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
collective_anomaly,collective_anomaly,train,ar,quadratic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([ 0.09972828, -0.29395983])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.6047725110743946), 'quadratic_sign': np.int64(1), 'quadratic_location': 'center'}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([183]), 'ends': array([214]), 'lengths': [31], 'magnitudes': [np.float64(-3.0234083650243018)], 'magnitude_strengths': [2.3940118101415226], 'wrapper_event_label': 'collective_anomaly'}]",single_event,train,400
no_event,none,train,ma,single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([-0.57689747,  0.472987  , -0.45218782])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.4234392084662135)}",[],no_event,train,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,arma,single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.40184012]), 'ma_order': 1, 'ma_coefs': array([-0.63910925])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.300631899240596)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(150)], 'shift_magnitudes': [1.6885194005482582], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([ 93, 115, 154, 196, 237, 274, 315], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
mean_shift,mean_shift,train,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.8929021372099025), 'quadratic_sign': np.int64(1), 'quadratic_location': 'center'}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(294)], 'shift_magnitudes': [np.float64(2.344170199323524)], 'wrapper_event_label': 'mean_shift'}]",single_event,train,400
no_event,none,train,ar,single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.39712861])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 12, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.2623629420815983)}",[],no_event,train,400
mean_shift+variance_shift,"mean_shift,variance_shift",train,ma,single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.10152914])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 12, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.7165969953938545)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(84), np.int64(324)], 'shift_magnitudes': [np.float64(2.533957045286511), np.float64(3.5999122160583763)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(288)], 'shift_magnitudes': [2.6643658520515823], 'wrapper_event_label': 'variance_shift'}]",shift_shift,train,400
no_event,none,train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(0.004399245756257001), 'intercept': 0.3996301392724255, 'seasonal_period': None, 'components': ['linear']}",[],no_event,train,400
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",train,arma,single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.49536119]), 'ma_order': 5, 'ma_coefs': array([-0.42375476, -0.28725993, -0.0793154 , -0.3483306 ,  0.31516415])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.2758378560223729)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([131]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([183]), 'ends': array([212]), 'lengths': [29], 'magnitudes': [np.float64(-3.1004977108400498)], 'magnitude_strengths': [2.4692298739720524], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,train,400
no_event,none,train,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.76451825])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.013564694471907517), 'intercept': 0.10955857950408743, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(2.3131653368667413)}",[],no_event,train,400
mean_shift,mean_shift,train,ar,none,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([ 0.84450071, -0.0489137 ])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(240)], 'shift_magnitudes': [np.float64(3.67065632404056)], 'wrapper_event_label': 'mean_shift'}]",single_event,train,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,ma,quadratic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.28061133])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.2371650065114803), 'quadratic_sign': np.int64(1), 'quadratic_location': 'center'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(128)], 'shift_magnitudes': [2.3502129143161903], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([319]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",train,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 4, 'ar_coefs': array([ 0.47332506,  0.12340335,  0.02671289, -0.72028557])}","{'background': 'linear', 'slope': np.float64(-0.009045957065675382), 'intercept': 0.16046596435658433, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(40), np.int64(249)], 'shift_magnitudes': [np.float64(4.750769116902213), np.float64(11.875353949706533)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([196]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
mean_shift+variance_shift,"mean_shift,variance_shift",train,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.3232981])}","{'background': 'linear', 'slope': np.float64(0.00713652680487219), 'intercept': -0.21402098656257063, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(96)], 'shift_magnitudes': [np.float64(3.834592094665627)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(78)], 'shift_magnitudes': [1.983675024314402], 'wrapper_event_label': 'variance_shift'}]",shift_shift,train,400
trend_shift,trend_shift,train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(-0.010743038452006106), 'intercept': -0.4622141298362067, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [235], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.010743038452006106), 'intercept': -0.4622141298362067}}]",single_event,train,400
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",train,ar,quadratic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([ 0.66673389, -0.29427921,  0.44288493])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.4891250190931287), 'quadratic_sign': np.int64(1), 'quadratic_location': 'center'}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([347]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([209]), 'ends': array([236]), 'lengths': [27], 'magnitudes': [np.float64(-1.757810359632713)], 'magnitude_strengths': [1.416543111391003], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,train,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",train,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.44226699830996064), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center'}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(134), np.int64(310)], 'shift_magnitudes': [np.float64(2.436687379187818), np.float64(2.3103252676920976)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([  9,  47, 202, 268, 356, 358, 397], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(0.008850085729589716), 'intercept': -0.3724068815410412, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [239], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.008850085729589716), 'intercept': -0.3724068815410412}}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([267]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,arma,none,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.27181041]), 'ma_order': 5, 'ma_coefs': array([-0.06913885,  0.75778852, -0.46307523,  0.51305071, -0.29595804])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(121)], 'shift_magnitudes': [2.4121179118536142], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([213]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
mean_shift,mean_shift,train,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.56541743])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.004531579906398013), 'intercept': 0.39787235533234444, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.3763486261478761)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(336)], 'shift_magnitudes': [np.float64(2.1024203067631606)], 'wrapper_event_label': 'mean_shift'}]",single_event,train,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",train,white_noise,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.004645673649147744), 'intercept': 0.4357568006017112, 'seasonal_period': 30, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.276195473413587)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [196], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.004645673649147744), 'intercept': 0.4357568006017112}}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([ 29,  48, 241, 251, 359, 365, 379], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
variance_shift,variance_shift,train,ma,single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.37412261])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 52, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(0.8928281113221592)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(0)], 'shift_magnitudes': [2.752704430063414], 'wrapper_event_label': 'variance_shift'}]",single_event,train,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.57777436])}","{'background': 'linear', 'slope': np.float64(0.004026471982438047), 'intercept': -0.321029896059877, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(159)], 'shift_magnitudes': [1.7723306165475057], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([158]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
