scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",ood_params,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.4287983])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.01498164180916795), 'intercept': -0.20816289836464807, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.8663149143179991)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [339], 'shift_magnitudes': [np.float64(3.4447703340174183)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'end', 'starts': array([345]), 'ends': array([368]), 'lengths': [23], 'magnitudes': [np.float64(-2.3069977818053182)], 'magnitude_strengths': [2.139148858248393], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,400
mean_shift+trend_shift,"mean_shift,trend_shift",ood_params,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([-0.55220832,  0.13237762]), 'ma_order': 1, 'ma_coefs': array([0.48214271])}","{'background': 'linear', 'slope': np.float64(-0.010214284533476992), 'intercept': -0.40347642014205043, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [306], 'shift_magnitudes': [np.float64(3.491377331276184)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(169), np.int64(294)], 'shift_types': ['direction_and_magnitude_change', 'magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.010214284533476992), 'intercept': -0.40347642014205043}}]",shift_shift,ood_params,400
variance_shift+trend_shift,"variance_shift,trend_shift",ood_params,ar,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 4, 'ar_coefs': array([-0.43551959,  0.37190908,  0.72384849,  0.10047637])}","{'background': 'single_seasonality+linear', 'slope': np.float64(0.004929785011864244), 'intercept': 0.21528688038472166, 'seasonal_period': 30, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(2.050461636155807)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [353], 'shift_magnitudes': [1.9433723402398226], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [281], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.004929785011864244), 'intercept': 0.21528688038472166}}]",shift_shift,ood_params,400
mean_shift+variance_shift,"mean_shift,variance_shift",ood_params,white_noise,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.013380045223810037), 'intercept': 0.23876020572287193, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.6802028394256796)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [282], 'shift_magnitudes': [np.float64(4.014735618847757)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [359], 'shift_magnitudes': [1.5276196618276785], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_params,400
mean_shift+variance_shift,"mean_shift,variance_shift",ood_params,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([ 0.55633342,  0.23069339, -0.02827696])}","{'background': 'linear', 'slope': np.float64(-0.00977731584334866), 'intercept': -0.41011943498150816, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [314], 'shift_magnitudes': [np.float64(4.002908429703217)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(123), np.int64(248)], 'shift_magnitudes': [1.7499760807635865, 2.1247416025579327], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_params,400
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_params,arma,single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([ 0.11139076,  0.33379435, -0.25819644]), 'ma_order': 2, 'ma_coefs': array([-0.59790784,  0.55281972])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(0.8320221581095133)}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 5, 'anomaly_indices': array([ 21, 167, 203, 244, 369], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'end', 'starts': array([333]), 'ends': array([356]), 'lengths': [23], 'magnitudes': [np.float64(-2.6436875501685355)], 'magnitude_strengths': [2.00021416396385], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_params,400
variance_shift,variance_shift,ood_params,arma,quadratic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([-0.34801373,  0.36394199]), 'ma_order': 5, 'ma_coefs': array([ 0.18501371,  0.39631035, -0.0445691 ,  0.23695135, -0.51880693])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.7224122475510508), 'quadratic_sign': np.int64(1), 'quadratic_location': 'right'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(183), np.int64(323)], 'shift_magnitudes': [2.5173939994976466, 1.8852575696283014], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_params,400
trend_shift,trend_shift,ood_params,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([ 0.6576075 , -0.15054128])}","{'background': 'linear', 'slope': np.float64(0.012197392145377885), 'intercept': 0.19113473197524855, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [344], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.012197392145377885), 'intercept': 0.19113473197524855}}]",single_event,ood_params,400
collective_anomaly,collective_anomaly,ood_params,arma,quadratic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([-0.19334639,  0.16650651,  0.81856137]), 'ma_order': 3, 'ma_coefs': array([ 0.37110003, -0.48325741, -0.25442395])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.358040397660422), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'right'}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay', 'triangular'], 'num_anomalies': 2, 'location': 'none', 'starts': array([117, 293]), 'ends': array([152, 349]), 'lengths': [35, 56], 'magnitudes': [np.float64(-2.364898145148068), np.float64(-2.712113550644811)], 'magnitude_strengths': [2.0734373309668985, 2.2089147228442614], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_params,400
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",ood_params,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([-0.1473353 ,  0.14030894,  0.58297225]), 'ma_order': 1, 'ma_coefs': array([0.27823571])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.01454069123284957), 'intercept': -0.15449523264047482, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.1952675644582242)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [304], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.01454069123284957), 'intercept': -0.15449523264047482}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'end', 'starts': array([354]), 'ends': array([374]), 'lengths': [20], 'magnitudes': [np.float64(-2.4294280221764333)], 'magnitude_strengths': [2.2341173213794825], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,400
mean_shift,mean_shift,ood_params,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.19752648]), 'ma_order': 3, 'ma_coefs': array([-0.69723106,  0.33292114,  0.09849554])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.013127105042061566), 'intercept': -0.48150790902762575, 'seasonal_period': 30, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.6042353357590735)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [281], 'shift_magnitudes': [np.float64(4.703522308002149)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_params,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_params,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.11930853]), 'ma_order': 3, 'ma_coefs': array([ 0.19696781, -0.25109194,  0.10202573])}","{'background': 'linear', 'slope': np.float64(-0.008970847170353003), 'intercept': 0.15389614418072595, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [345], 'shift_magnitudes': [1.7779528000279181], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 8, 'anomaly_indices': array([  6,  56, 122, 131, 133, 276, 286, 387], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_params,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",ood_params,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.58070312]), 'ma_order': 2, 'ma_coefs': array([-0.65021557,  0.50446548])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.011012669839788236), 'intercept': -0.42338244612137965, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.2957882419379343)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [284], 'shift_magnitudes': [np.float64(5.38369652442283)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([111, 115, 189, 215, 348, 369, 382], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_params,400
mean_shift+trend_shift,"mean_shift,trend_shift",ood_params,white_noise,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.013778971694451055), 'intercept': -0.34065441924199547, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.885698540103087)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [86], 'shift_magnitudes': [np.float64(3.1817659314048474)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [84], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.013778971694451055), 'intercept': -0.34065441924199547}}]",shift_shift,ood_params,400
collective_anomaly,collective_anomaly,ood_params,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([-0.31134309, -0.06505092]), 'ma_order': 2, 'ma_coefs': array([0.75384802, 0.27075851])}","{'background': 'linear', 'slope': np.float64(0.005253202391482313), 'intercept': -0.3496691164963406, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular', 'triangular'], 'num_anomalies': 2, 'location': 'none', 'starts': array([122, 225]), 'ends': array([163, 263]), 'lengths': [41, 38], 'magnitudes': [np.float64(1.5506298141822363), np.float64(1.4188242420413737)], 'magnitude_strengths': [1.8937578212346062, 1.978433088084711], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_params,400
mean_shift+variance_shift,"mean_shift,variance_shift",ood_params,ar,single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([-0.48581915])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 52, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.3601261352152703)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [217], 'shift_magnitudes': [np.float64(1.878499568821177)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [223], 'shift_magnitudes': [1.7879394216241489], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_params,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_params,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 5, 'ar_coefs': array([ 0.26107586,  0.51257898, -0.8427413 , -0.11978765,  0.46181446])}","{'background': 'linear', 'slope': np.float64(-0.006805497452444858), 'intercept': -0.20619747128148236, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [104], 'shift_magnitudes': [1.5932495769243191], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([60]), 'ends': array([98]), 'lengths': [38], 'magnitudes': [np.float64(-2.6239430560299932)], 'magnitude_strengths': [1.5205228562672364], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,400
mean_shift,mean_shift,ood_params,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.34156349])}","{'background': 'linear', 'slope': np.float64(-0.014982379951548924), 'intercept': 0.45073649574192354, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(177), np.int64(315)], 'shift_magnitudes': [np.float64(4.10810106086868), np.float64(4.5680021124859795)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_params,400
no_event,none,ood_params,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([ 0.50927604, -0.7934435 , -0.19749173])}","{'background': 'linear', 'slope': np.float64(0.012080640395444242), 'intercept': 0.37329638917300645, 'seasonal_period': None, 'components': ['linear']}",[],no_event,ood_params,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",ood_params,ar,quadratic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([ 0.80799719, -0.36702371,  0.0649063 ])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.658109779317595), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'left'}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [189], 'shift_magnitudes': [np.float64(5.156736178214473)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([194]), 'location': 'middle', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_params,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_params,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([0.64639458, 0.02494106])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.009885995274055249), 'intercept': -0.38226875098890933, 'seasonal_period': 30, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.6204874112849466)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [282], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.009885995274055249), 'intercept': -0.38226875098890933}}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([302]), 'location': 'end', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_params,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_params,arma,quadratic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([ 0.86288863, -0.3288545 ]), 'ma_order': 2, 'ma_coefs': array([ 0.84384868, -0.10957823])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(2.0585159634495365), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [236], 'shift_magnitudes': [2.4667255643682786], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 3, 'anomaly_indices': array([  9, 349, 387], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_params,400
collective_anomaly,collective_anomaly,ood_params,white_noise,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.014913136336800624), 'intercept': 0.15051313299473035, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.8230550834948502)}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'end', 'starts': array([309]), 'ends': array([345]), 'lengths': [36], 'magnitudes': [np.float64(3.2813976008597936)], 'magnitude_strengths': [2.446365906672339], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_params,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_params,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.88378011])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.013964596565800487), 'intercept': 0.31131476599788277, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(2.2901558138864067)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [353], 'shift_magnitudes': [2.6793635796592277], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'end', 'starts': array([321]), 'ends': array([364]), 'lengths': [43], 'magnitudes': [np.float64(3.1370007080035167)], 'magnitude_strengths': [2.069480946468397], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,400
variance_shift+trend_shift,"variance_shift,trend_shift",ood_params,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.40706592]), 'ma_order': 3, 'ma_coefs': array([0.22255278, 0.4344954 , 0.13997343])}","{'background': 'linear', 'slope': np.float64(0.014647442310499284), 'intercept': 0.41319747940032414, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [349], 'shift_magnitudes': [1.6443992425825442], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [303], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.014647442310499284), 'intercept': 0.41319747940032414}}]",shift_shift,ood_params,400
variance_shift,variance_shift,ood_params,arma,quadratic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.17530542]), 'ma_order': 4, 'ma_coefs': array([-0.51674916, -0.40995124,  0.30648841, -0.24999238])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.9291843324642087), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'left'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [79], 'shift_magnitudes': [2.767188033397516], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_params,400
mean_shift+variance_shift,"mean_shift,variance_shift",ood_params,ma,single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([-0.48324759,  0.43999894, -0.38473749])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.114537221362699)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(72), np.int64(216)], 'shift_magnitudes': [np.float64(1.8671742472043822), np.float64(1.8779030480342023)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [302], 'shift_magnitudes': [2.3586396244252965], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_params,400
variance_shift,variance_shift,ood_params,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([-0.79285464])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.00794711880933549), 'intercept': 0.2062287321680123, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.3146588141534477)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [214], 'shift_magnitudes': [1.573785707825889], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_params,400
collective_anomaly,collective_anomaly,ood_params,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(-0.006988318907967996), 'intercept': 0.334912930074451, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([43]), 'ends': array([103]), 'lengths': [60], 'magnitudes': [np.float64(-1.8344526226357878)], 'magnitude_strengths': [1.9863211971641683], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_params,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_params,ma,quadratic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([-0.30090656,  0.28791013])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.9784484634447315), 'quadratic_sign': np.int64(1), 'quadratic_location': 'right'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(43), np.int64(337)], 'shift_magnitudes': [2.6321584192815703, 2.8824138551570693], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([189]), 'ends': array([249]), 'lengths': [60], 'magnitudes': [np.float64(-3.034865447965091)], 'magnitude_strengths': [2.3359810173440385], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,400
variance_shift,variance_shift,ood_params,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.9873286996331089), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [193], 'shift_magnitudes': [1.609735150384767], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_params,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_params,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.68609315])}","{'background': 'linear', 'slope': np.float64(0.00980360253388268), 'intercept': 0.022583751581992884, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [350], 'shift_magnitudes': [1.5155496852573922], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'end', 'starts': array([318]), 'ends': array([374]), 'lengths': [56], 'magnitudes': [np.float64(2.606201253716121)], 'magnitude_strengths': [2.4566076040786484], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,400
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",ood_params,white_noise,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.013095960767838278), 'intercept': 0.12436696519601387, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.5776032811377845)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [100], 'shift_magnitudes': [np.float64(1.4468805807951137)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([90]), 'ends': array([141]), 'lengths': [51], 'magnitudes': [np.float64(-2.0486323437648437)], 'magnitude_strengths': [1.5459443802713384], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,400
point_anomaly,point_anomaly,ood_params,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(0.012691292954667683), 'intercept': -0.44160417150392894, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([305]), 'location': 'end', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_params,400
