scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
point_anomaly,point_anomaly,train,white_noise,none,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 3, 'anomaly_indices': array([  1,  24, 145], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,train,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,arma,none,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([ 0.84600027, -0.58796796]), 'ma_order': 1, 'ma_coefs': array([0.11780533])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(200)], 'shift_magnitudes': [2.9378956012656987], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([124]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
variance_shift,variance_shift,train,white_noise,none,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(314)], 'shift_magnitudes': [1.6215365984461727], 'wrapper_event_label': 'variance_shift'}]",single_event,train,400
trend_shift,trend_shift,train,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.68874184]), 'ma_order': 2, 'ma_coefs': array([0.81175305, 0.39723104])}","{'background': 'linear', 'slope': np.float64(-0.01463505258438115), 'intercept': 0.33099120084148825, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [166], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.01463505258438115), 'intercept': 0.33099120084148825}}]",single_event,train,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",train,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.09352428])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.013036813849442962), 'intercept': 0.48140336787191906, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.6506023694673368)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(192)], 'shift_magnitudes': [np.float64(2.674067660624476)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 5, 'anomaly_indices': array([ 55,  62,  96, 231, 355], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",train,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.66497203])}","{'background': 'linear', 'slope': np.float64(-0.012838003453102757), 'intercept': -0.37316948556768503, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [161], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.012838003453102757), 'intercept': -0.37316948556768503}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([200]), 'ends': array([232]), 'lengths': [32], 'magnitudes': [np.float64(-3.090538562476204)], 'magnitude_strengths': [1.6301058654460356], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(-0.009553558643208303), 'intercept': 0.23006594248463685, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [195], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.009553558643208303), 'intercept': 0.23006594248463685}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([166]), 'ends': array([195]), 'lengths': [29], 'magnitudes': [np.float64(-2.7666634201670477)], 'magnitude_strengths': [2.4391794220359264], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
variance_shift+trend_shift,"variance_shift,trend_shift",train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(0.010939482472981266), 'intercept': 0.4926628000768265, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(88)], 'shift_magnitudes': [1.863897410611977], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [202], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.010939482472981266), 'intercept': 0.4926628000768265}}]",shift_shift,train,400
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",train,ma,quadratic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.50669711])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.459584356134946), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'left'}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([162]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([211]), 'ends': array([264]), 'lengths': [53], 'magnitudes': [np.float64(3.4255557314927985)], 'magnitude_strengths': [2.221056369951447], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,train,400
variance_shift,variance_shift,train,arma,quadratic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([-0.06485923, -0.22328485]), 'ma_order': 4, 'ma_coefs': array([-0.09963215,  0.00348537, -0.01765997,  0.04219443])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.916654061032239), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'right'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(341)], 'shift_magnitudes': [2.2469225698206112], 'wrapper_event_label': 'variance_shift'}]",single_event,train,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",train,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([-0.12405777,  0.05149075, -0.44300387])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.006802446054366645), 'intercept': 0.36010013383230943, 'seasonal_period': 30, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.3233143570166965)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(150)], 'shift_magnitudes': [np.float64(2.119408922939715)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([268]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
variance_shift+trend_shift,"variance_shift,trend_shift",train,arma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.08374681]), 'ma_order': 1, 'ma_coefs': array([-0.34005459])}","{'background': 'single_seasonality+linear', 'slope': np.float64(-0.008725377966401887), 'intercept': -0.04319126139860674, 'seasonal_period': 52, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(0.6713648331133916)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(208)], 'shift_magnitudes': [2.0125281329377227], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [168], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.008725377966401887), 'intercept': -0.04319126139860674}}]",shift_shift,train,400
collective_anomaly,collective_anomaly,train,ma,single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 5, 'ma_coefs': array([ 0.19043161,  0.42474453,  0.2205496 , -0.45271679, -0.05541526])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.4346727981231275)}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([224]), 'ends': array([260]), 'lengths': [36], 'magnitudes': [np.float64(-4.716662450097024)], 'magnitude_strengths': [2.4884765178935755], 'wrapper_event_label': 'collective_anomaly'}]",single_event,train,400
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",train,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([ 0.58549936, -0.11905711, -0.58377595,  0.32387651]), 'ma_order': 2, 'ma_coefs': array([0.67574119, 0.58926402])}","{'background': 'linear', 'slope': np.float64(-0.006336482337444567), 'intercept': -0.22695333020631714, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(262)], 'shift_magnitudes': [np.float64(4.582375332025298)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([206]), 'ends': array([251]), 'lengths': [45], 'magnitudes': [np.float64(-5.142940880877888)], 'magnitude_strengths': [2.0089660844165014], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",train,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([-0.55321822, -0.26564315, -0.21433193]), 'ma_order': 1, 'ma_coefs': array([-0.52037827])}","{'background': 'linear', 'slope': np.float64(0.0069522211476275), 'intercept': -0.15536252294135855, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [210], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.0069522211476275), 'intercept': -0.15536252294135855}}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 5, 'anomaly_indices': array([  4,  33, 263, 298, 380], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
no_event,none,train,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.88231105])}","{'background': 'linear', 'slope': np.float64(0.012694341827381592), 'intercept': 0.33335511409620255, 'seasonal_period': None, 'components': ['linear']}",[],no_event,train,400
variance_shift+trend_shift,"variance_shift,trend_shift",train,arma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([-0.01204032, -0.53981542]), 'ma_order': 2, 'ma_coefs': array([-0.81398002,  0.71010761])}","{'background': 'single_seasonality+linear', 'slope': np.float64(-0.012637592988084473), 'intercept': 0.11074994330072152, 'seasonal_period': 30, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(2.1839619148967753)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(90)], 'shift_magnitudes': [1.7233582223590105], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [193], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.012637592988084473), 'intercept': 0.11074994330072152}}]",shift_shift,train,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",train,white_noise,none,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(155)], 'shift_magnitudes': [1.5425384253213301], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([184]), 'ends': array([208]), 'lengths': [24], 'magnitudes': [np.float64(2.4262925711799115)], 'magnitude_strengths': [1.7878830094666585], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
collective_anomaly,collective_anomaly,train,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.4811717178117264), 'quadratic_sign': np.int64(1), 'quadratic_location': 'left'}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([164]), 'ends': array([190]), 'lengths': [26], 'magnitudes': [np.float64(-1.760506452243771)], 'magnitude_strengths': [1.6918995556768508], 'wrapper_event_label': 'collective_anomaly'}]",single_event,train,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",train,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([-0.37472253,  0.75987111,  0.26224985])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.010336017412681836), 'intercept': -0.11368658343140559, 'seasonal_period': 30, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.8734617273805)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(60)], 'shift_magnitudes': [2.4951669843848543], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([162]), 'ends': array([191]), 'lengths': [29], 'magnitudes': [np.float64(3.7129251420193983)], 'magnitude_strengths': [1.4327120988519377], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",train,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([0.66007284, 0.81908832])}","{'background': 'linear', 'slope': np.float64(0.003955014813341194), 'intercept': 0.2729320321221316, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [191], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.003955014813341194), 'intercept': 0.2729320321221316}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([169]), 'ends': array([195]), 'lengths': [26], 'magnitudes': [np.float64(1.8610957224010023)], 'magnitude_strengths': [1.0817458223721506], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
variance_shift+trend_shift,"variance_shift,trend_shift",train,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([ 0.64527138, -0.81887562]), 'ma_order': 2, 'ma_coefs': array([0.77775419, 0.49695528])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.0089290307066738), 'intercept': -0.4978857239525796, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(2.828465707310138)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(168)], 'shift_magnitudes': [2.319501905148629], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [201], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.0089290307066738), 'intercept': -0.4978857239525796}}]",shift_shift,train,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(0.004555428612277297), 'intercept': 0.35739304402295446, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(309)], 'shift_magnitudes': [2.2470719740078273], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([135]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",train,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([ 0.68207291,  0.66796642, -0.09593735])}","{'background': 'linear', 'slope': np.float64(-0.013208358092090098), 'intercept': -0.3532800252970165, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(146)], 'shift_magnitudes': [2.4064900550936903], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([198]), 'ends': array([232]), 'lengths': [34], 'magnitudes': [np.float64(1.123078381942712)], 'magnitude_strengths': [1.3458219160319953], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,arma,none,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.36991919]), 'ma_order': 2, 'ma_coefs': array([0.39297046, 0.70904976])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(337)], 'shift_magnitudes': [1.7235692864488135], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([111, 267, 315, 322, 334, 363, 386], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",train,white_noise,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.004445986337410667), 'intercept': -0.42847872146041577, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.1444307688367215)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [199], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.004445986337410667), 'intercept': -0.42847872146041577}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([225]), 'ends': array([279]), 'lengths': [54], 'magnitudes': [np.float64(-2.5189919188104333)], 'magnitude_strengths': [1.7198367352139519], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",train,ma,none,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([ 0.03142107, -0.29906797,  0.66801246])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(237)], 'shift_magnitudes': [np.float64(2.372715741277349)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 2, 'anomaly_indices': array([ 77, 359], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",train,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 4, 'ar_coefs': array([-0.80457641, -0.15338135,  0.41330691, -0.00760411])}","{'background': 'linear', 'slope': np.float64(-0.012702042716358795), 'intercept': -0.443396932368761, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(145), np.int64(197)], 'shift_magnitudes': [np.float64(3.9942662046495454), np.float64(3.6114549127229596)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([201]), 'ends': array([233]), 'lengths': [32], 'magnitudes': [np.float64(3.9241543857087735)], 'magnitude_strengths': [1.7445242049770802], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
no_event,none,train,arma,none,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.16170423]), 'ma_order': 4, 'ma_coefs': array([ 0.20579846,  0.05081982, -0.21801172, -0.20193022])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}",[],no_event,train,400
mean_shift,mean_shift,train,arma,none,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 5, 'ar_coefs': array([-0.2692502 , -0.65984474, -0.56530531,  0.06579458, -0.46388466]), 'ma_order': 3, 'ma_coefs': array([-0.45222998,  0.20150583, -0.6058171 ])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(46), np.int64(240)], 'shift_magnitudes': [np.float64(2.753121870070435), np.float64(3.939852239928723)], 'wrapper_event_label': 'mean_shift'}]",single_event,train,400
mean_shift+trend_shift,"mean_shift,trend_shift",train,arma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([ 0.52002131, -0.27346119,  0.56867285, -0.32408922]), 'ma_order': 3, 'ma_coefs': array([ 0.48907798,  0.3942287 , -0.00177684])}","{'background': 'single_seasonality+linear', 'slope': np.float64(0.01460778418639107), 'intercept': 0.1114312915888036, 'seasonal_period': 52, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(1.9325569596751293)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(52), np.int64(260)], 'shift_magnitudes': [np.float64(3.095432596235688), np.float64(4.491884463368118)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [215], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.01460778418639107), 'intercept': 0.1114312915888036}}]",shift_shift,train,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,ar,single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([-0.31609033, -0.11071239, -0.35084676])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.3539705098134045)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(300)], 'shift_magnitudes': [1.6587363204076875], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([264]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
mean_shift,mean_shift,train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(-0.008873956384562624), 'intercept': -0.20134976227053358, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(264)], 'shift_magnitudes': [np.float64(2.4116345174086264)], 'wrapper_event_label': 'mean_shift'}]",single_event,train,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",train,ma,none,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 4, 'ma_coefs': array([ 0.22659448, -0.09839213, -0.72765235, -0.08020089])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(303)], 'shift_magnitudes': [np.float64(4.823136634549735)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([115]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
trend_shift,trend_shift,train,ma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 4, 'ma_coefs': array([ 0.31311653, -0.06495811, -0.44449943,  0.00473868])}","{'background': 'single_seasonality+linear', 'slope': np.float64(-0.008103697566219186), 'intercept': -0.003919752613263272, 'seasonal_period': 52, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(0.9139673328451082)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [168], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.008103697566219186), 'intercept': -0.003919752613263272}}]",single_event,train,400
